date,temperature_high,temperature_low,weather,wind,air_quality,
2021-10-08 周五,20°,13°,多云~小雨,东南风2级,17 优,
2021-10-09 周六,17°,9°,多云~小雨,东风2级,17 优,
2021-10-10 周日,14°,9°,小雨~多云,东北风1级,16 优,
2021-10-11 周一,17°,10°,多云~阴,东南风1级,16 优,
2021-10-12 周二,18°,12°,多云~小雨,东南风2级,16 优,
2021-10-13 周三,15°,11°,多云~小雨,东南风2级,14 优,
2021-10-14 周四,15°,8°,多云~小雨,东风2级,37 优,
2021-10-15 周五,15°,8°,多云~小雨,东北风2级,57 良,
2021-10-16 周六,15°,8°,多云~小雨,东风1级,33 优,
2021-10-17 周日,14°,10°,多云~小雨,东南风1级,23 优,
2021-10-18 周一,16°,8°,多云~小雨,东风1级,30 优,
2021-10-19 周二,14°,9°,多云~中雨,东南风2级,31 优,
2021-10-20 周三,13°,8°,小雨~阴,东北风1级,22 优,
2021-10-21 周四,12°,8°,多云~小雨,东风1级,46 优,
2021-10-22 周五,13°,8°,多云~小雨,东南风1级,35 优,
2021-10-23 周六,15°,9°,多云~阴,东南风1级,19 优,
2021-10-24 周日,16°,10°,多云~小雨,东南风1级,20 优,
2021-10-25 周一,12°,8°,多云~小雨,东风2级,26 优,
2021-10-26 周二,14°,6°,多云~小雨,东北风1级,26 优,
2021-10-27 周三,13°,8°,多云~阴,东南风1级,32 优,
2021-10-28 周四,16°,9°,多云~小雨,东风1级,32 优,
2021-10-29 周五,21°,6°,多云,西南风1级,26 优,
2021-10-30 周六,17°,8°,多云~小雨,东南风2级,41 优,
2021-10-31 周日,12°,7°,小雨,东风2级,29 优,
2021-09-01 周三,27°,19°,多云~阵雨,东南风1级,24 优,
2021-09-02 周四,29°,19°,多云~阵雨,东南风1级,21 优,
2021-09-03 周五,27°,18°,阵雨,东南风1级,17 优,
2021-09-04 周六,28°,17°,多云~阵雨,东北风2级,27 优,
2021-09-05 周日,21°,15°,多云~阵雨,东北风1级,24 优,
2021-09-06 周一,23°,14°,多云,西北风1级,22 优,
2021-09-07 周二,30°,14°,多云~晴,西南风2级,25 优,
2021-09-08 周三,30°,15°,多云~晴,西南风2级,25 优,
2021-09-09 周四,29°,15°,多云~晴,西南风2级,25 优,
2021-09-10 周五,30°,16°,晴~阵雨,南风2级,28 优,
2021-09-11 周六,29°,16°,多云~阵雨,东南风2级,38 优,
2021-09-12 周日,30°,17°,多云~阵雨,东南风2级,38 优,
2021-09-13 周一,23°,18°,多云~阵雨,东南风2级,34 优,
2021-09-14 周二,22°,18°,多云~阵雨,东南风2级,33 优,
2021-09-15 周三,20°,15°,多云~阵雨,东北风1级,16 优,
2021-09-16 周四,20°,15°,小雨~阴,东北风1级,17 优,
2021-09-17 周五,20°,15°,小雨~阵雨,东北风1级,18 优,
2021-09-18 周六,19°,12°,小雨~多云,西北风2级,20 优,
2021-09-19 周日,27°,11°,多云~晴,西北风2级,20 优,
2021-09-20 周一,27°,11°,晴,西风2级,26 优,
2021-09-21 周二,27°,15°,多云~阵雨,东南风2级,25 优,
2021-09-22 周三,22°,17°,小雨~阵雨,东南风2级,32 优,
2021-09-23 周四,25°,17°,雾~阴,东南风1级,24 优,
2021-09-24 周五,24°,17°,阴~阵雨,东风1级,16 优,
2021-09-25 周六,21°,16°,阴~阵雨,东北风1级,14 优,
2021-09-26 周日,18°,14°,小雨~阴,北风1级,15 优,
2021-09-27 周一,20°,12°,多云~阵雨,西北风1级,16 优,
2021-09-28 周二,29°,11°,晴,西北风2级,23 优,
2021-09-29 周三,27°,13°,多云~阵雨,西南风2级,24 优,
2021-09-30 周四,27°,14°,晴~阵雨,西风2级,25 优,
2021-08-01 周日,36°,17°,晴~多云,西南风2级,22 优,
2021-08-02 周一,36°,17°,晴~多云,东南风2级,24 优,
2021-08-03 周二,33°,18°,多云~阵雨,东南风2级,25 优,
2021-08-04 周三,27°,20°,阴~阵雨,东风1级,19 优,
2021-08-05 周四,20°,17°,阴~多云,东北风1级,15 优,
2021-08-06 周五,25°,19°,阴~阵雨,东南风1级,16 优,
2021-08-07 周六,32°,19°,阴~阵雨,东南风1级,13 优,
2021-08-08 周日,27°,17°,阴~晴,东北风1级,13 优,
2021-08-09 周一,34°,18°,阴~阵雨,东南风2级,15 优,
2021-08-10 周二,19°,17°,阴,东南风1级,15 优,
2021-08-11 周三,24°,17°,阴~阵雨,东风1级,17 优,
2021-08-12 周四,20°,17°,阴~阵雨,西北风1级,16 优,
2021-08-13 周五,31°,17°,多云~阴,东北风2级,14 优,
2021-08-14 周六,31°,18°,多云~阵雨,东南风2级,13 优,
2021-08-15 周日,24°,19°,阴~阵雨,东南风2级,13 优,
2021-08-16 周一,23°,18°,阴~阵雨,东南风2级,11 优,
2021-08-17 周二,27°,19°,阴~阵雨,东南风1级,11 优,
2021-08-18 周三,28°,18°,阴~阵雨,东南风1级,11 优,
2021-08-19 周四,29°,20°,阴~阵雨,东风1级,11 优,
2021-08-20 周五,33°,19°,阴,东南风1级,12 优,
2021-08-21 周六,29°,19°,阴~阵雨,东南风2级,15 优,
2021-08-22 周日,29°,15°,小雨~晴,东北风1级,12 优,
2021-08-23 周一,28°,15°,多云~阵雨,西北风1级,13 优,
2021-08-24 周二,29°,16°,多云~阵雨,东南风1级,16 优,
2021-08-25 周三,19°,15°,阴,东南风1级,16 优,
2021-08-26 周四,26°,15°,阴~多云,东北风1级,16 优,
2021-08-27 周五,25°,15°,阴~阵雨,东南风2级,27 优,
2021-08-28 周六,25°,16°,阴~阵雨,东南风1级,27 优,
2021-08-29 周日,29°,16°,阴~阵雨,东南风1级,25 优,
2021-08-30 周一,25°,17°,多云~阵雨,东南风1级,22 优,
2021-08-31 周二,24°,17°,多云~阴,东风1级,17 优,
2021-07-01 周四,27°,15°,阴~阵雨,东风1级,16 优,
2021-07-02 周五,25°,11°,小雨~多云,东北风1级,14 优,
2021-07-03 周六,24°,16°,阴~阵雨,东南风1级,14 优,
2021-07-04 周日,30°,16°,多云,东南风2级,16 优,
2021-07-05 周一,29°,19°,阴,东南风1级,17 优,
2021-07-06 周二,28°,18°,多云~阵雨,西南风1级,21 优,
2021-07-07 周三,30°,18°,多云,东南风2级,18 优,
2021-07-08 周四,32°,18°,多云~阴,东南风2级,16 优,
2021-07-09 周五,30°,19°,阴~阵雨,东南风2级,13 优,
2021-07-10 周六,24°,16°,小雨~晴,西北风1级,11 优,
2021-07-11 周日,32°,17°,多云~晴,西风2级,12 优,
2021-07-12 周一,34°,20°,晴,西风2级,15 优,
2021-07-13 周二,36°,20°,阴~阵雨,西南风2级,16 优,
2021-07-14 周三,26°,19°,阴~大雨,东南风2级,17 优,
2021-07-15 周四,23°,19°,小雨~阵雨,东北风1级,11 优,
2021-07-16 周五,25°,18°,小雨~多云,东北风1级,10 优,
2021-07-17 周六,31°,19°,阴~晴,北风1级,12 优,
2021-07-18 周日,33°,17°,晴,北风2级,13 优,
2021-07-19 周一,32°,18°,晴~多云,东南风2级,14 优,
2021-07-20 周二,32°,18°,晴~阴,东南风2级,12 优,
2021-07-21 周三,32°,19°,多云~阵雨,东南风2级,14 优,
2021-07-22 周四,32°,20°,多云~阵雨,东南风2级,14 优,
2021-07-23 周五,32°,21°,多云~阵雨,东南风2级,14 优,
2021-07-24 周六,33°,20°,阴~阵雨,东南风1级,13 优,
2021-07-25 周日,34°,21°,多云~阵雨,东风1级,14 优,
2021-07-26 周一,22°,17°,阴~阵雨,东北风1级,13 优,
2021-07-27 周二,26°,8°,阴~晴,东北风1级,15 优,
2021-07-28 周三,30°,14°,多云~晴,西北风2级,17 优,
2021-07-29 周四,33°,16°,晴,西北风2级,19 优,
2021-07-30 周五,35°,18°,多云~晴,西南风2级,21 优,
2021-07-31 周六,36°,18°,晴,西南风2级,22 优,
2021-06-01 周二,27°,15°,多云~阵雨,东南风1级,24 优,
2021-06-02 周三,22°,11°,阵雨,东北风2级,23 优,
2021-06-03 周四,21°,11°,阴~晴,西北风1级,15 优,
2021-06-04 周五,27°,11°,阴~晴,西风2级,17 优,
2021-06-05 周六,30°,9°,阴~多云,西南风2级,23 优,
2021-06-06 周日,27°,15°,阴~阵雨,西南风2级,30 优,
2021-06-07 周一,27°,12°,阴~阵雨,东南风2级,27 优,
2021-06-08 周二,26°,15°,阴~阵雨,东南风2级,24 优,
2021-06-09 周三,26°,13°,阴~多云,东风2级,17 优,
2021-06-10 周四,32°,10°,多云~阵雨,东南风2级,20 优,
2021-06-11 周五,28°,16°,阴~阵雨,东南风2级,19 优,
2021-06-12 周六,29°,16°,阴~阵雨,东南风1级,21 优,
2021-06-13 周日,29°,19°,阴~阵雨,东南风1级,20 优,
2021-06-14 周一,29°,19°,阴~阵雨,东风1级,15 优,
2021-06-15 周二,25°,18°,阴~阵雨,东南风1级,15 优,
2021-06-16 周三,21°,16°,小雨~阵雨,东风2级,12 优,
2021-06-17 周四,22°,14°,阴~阵雨,东北风1级,10 优,
2021-06-18 周五,19°,14°,阴,东北风1级,11 优,
2021-06-19 周六,21°,15°,阴~阵雨,东风1级,16 优,
2021-06-20 周日,24°,16°,阴~多云,东南风1级,16 优,
2021-06-21 周一,24°,16°,阴~多云,西北风1级,18 优,
2021-06-22 周二,31°,14°,多云~阵雨,东南风2级,22 优,
2021-06-23 周三,29°,18°,阴~阵雨,东南风1级,22 优,
2021-06-24 周四,21°,18°,阴~阵雨,东风1级,23 优,
2021-06-25 周五,23°,16°,阴,东北风1级,14 优,
2021-06-26 周六,24°,18°,阴~多云,东北风1级,15 优,
2021-06-27 周日,33°,18°,多云,东风1级,17 优,
2021-06-28 周一,33°,18°,阴~阵雨,东北风1级,16 优,
2021-06-29 周二,31°,16°,阴~阵雨,东北风1级,12 优,
2021-06-30 周三,29°,17°,阴~阵雨,东南风1级,15 优,
2021-05-01 周六,30°,13°,晴~阴,东南风2级,30 优,
2021-05-02 周日,27°,13°,阴~小雨,东南风微风,31 优,
2021-05-03 周一,28°,7°,阴~阵雨,东北风2级,22 优,
2021-05-04 周二,15°,7°,阴~多云,东风微风,30 优,
2021-05-05 周三,23°,10°,多云~阴,东南风微风,28 优,
2021-05-06 周四,23°,12°,多云~阴,东南风微风,28 优,
2021-05-07 周五,28°,10°,阴~晴,东南风1级,32 优,
2021-05-08 周六,31°,13°,晴,东南风2级,28 优,
2021-05-09 周日,27°,14°,多云~小雨,东南风2级,30 优,
2021-05-10 周一,22°,14°,小雨~阴,东风1级,28 优,
2021-05-11 周二,23°,13°,阴,东北风微风,17 优,
2021-05-12 周三,26°,15°,阴~小雨,东南风1级,21 优,
2021-05-13 周四,25°,14°,阴~小雨,东南风2级,24 优,
2021-05-14 周五,22°,12°,小雨,东风2级,25 优,
2021-05-15 周六,19°,10°,小雨~阴,东北风2级,13 优,
2021-05-16 周日,23°,11°,阴~小雨,东北风2级,13 优,
2021-05-17 周一,22°,11°,阴,东风1级,16 优,
2021-05-18 周二,20°,12°,小雨,东南风微风,18 优,
2021-05-19 周三,23°,13°,阴~小雨,北风1级,20 优,
2021-05-20 周四,24°,14°,阴~小雨,东南风微风,24 优,
2021-05-21 周五,18°,15°,小雨,东南风1级,27 优,
2021-05-22 周六,18°,9°,小雨,东风1级,26 优,
2021-05-23 周日,20°,12°,多云,东北风微风,14 优,
2021-05-24 周一,24°,11°,阴~中雨,东南风2级,19 优,
2021-05-25 周二,16°,12°,小雨~阴,东风1级,19 优,
2021-05-26 周三,23°,13°,阴~小雨,东北风微风,17 优,
2021-05-27 周四,25°,13°,阴,东南风1级,22 优,
2021-05-28 周五,29°,13°,阴~多云,南风1级,25 优,
2021-05-29 周六,28°,15°,阴~多云,北风2级,25 优,
2021-05-30 周日,30°,14°,阴~小雨,西南风1级,25 优,
2021-05-31 周一,29°,14°,小雨,东风2级,32 优,
2021-04-01 周四,12°,7°,阴~小雨,东北风2级,11 优,
2021-04-02 周五,12°,7°,阴~小雨,东北风2级,12 优,
2021-04-03 周六,12°,6°,小雨,东风2级,13 优,
2021-04-04 周日,14°,7°,阴~小雨,东南风2级,13 优,
2021-04-05 周一,21°,6°,晴~阴,西南风2级,17 优,
2021-04-06 周二,14°,9°,阴~小雨,东风2级,23 优,
2021-04-07 周三,16°,9°,阴~小雨,东风2级,22 优,
2021-04-08 周四,18°,10°,阴~小雨,东南风2级,22 优,
2021-04-09 周五,18°,9°,小雨,东南风2级,22 优,
2021-04-10 周六,14°,8°,阴~小雨,东南风2级,19 优,
2021-04-11 周日,15°,9°,阴~小雨,东风1级,19 优,
2021-04-12 周一,18°,8°,阴~小雨,东南风微风,26 优,
2021-04-13 周二,17°,7°,阴~小雨,东风1级,24 优,
2021-04-14 周三,17°,7°,小雨~多云,东风1级,16 优,
2021-04-15 周四,13°,6°,小雨,东风微风,23 优,
2021-04-16 周五,21°,7°,阴~小雨,东风微风,25 优,
2021-04-17 周六,17°,8°,阴~小雨,东南风2级,25 优,
2021-04-18 周日,21°,10°,多云~小雨,东南风微风,21 优,
2021-04-19 周一,14°,11°,阴~小雨,东南风2级,21 优,
2021-04-20 周二,20°,10°,小雨~多云,东风1级,17 优,
2021-04-21 周三,21°,10°,小雨~多云,东北风1级,19 优,
2021-04-22 周四,23°,12°,多云~小雨,东南风2级,23 优,
2021-04-23 周五,22°,13°,阴~小雨,东南风微风,20 优,
2021-04-24 周六,14°,9°,阴~小雨,东风2级,11 优,
2021-04-25 周日,15°,7°,小雨~多云,东风微风,13 优,
2021-04-26 周一,24°,10°,阴~小雨,东南风2级,26 优,
2021-04-27 周二,18°,6°,小雨,东南风1级,27 优,
2021-04-28 周三,19°,6°,阴~晴,西北风2级,20 优,
2021-04-29 周四,12°,9°,晴,西风2级,23 优,
2021-04-30 周五,29°,10°,多云~晴,西风2级,28 优,
2021-03-01 周一,13°,3°,阴~小雨,东北风微风,19 优,
2021-03-02 周二,10°,2°,阴,东南风2级,24 优,
2021-03-03 周三,16°,3°,阴~晴,西北风1级,24 优,
2021-03-04 周四,14°,6°,阴,东南风微风,28 优,
2021-03-05 周五,13°,6°,阴~小雨,东风微风,31 优,
2021-03-06 周六,14°,4°,小雨,东风微风,29 优,
2021-03-07 周日,11°,3°,阴~多云,东南风微风,26 优,
2021-03-08 周一,19°,5°,多云~阴,西南风2级,24 优,
2021-03-09 周二,19°,7°,多云~小雨,东南风2级,26 优,
2021-03-10 周三,16°,6°,小雨~多云,东风1级,24 优,
2021-03-11 周四,21°,6°,阴~多云,西南风1级,27 优,
2021-03-12 周五,16°,6°,阴~晴,西南风1级,32 优,
2021-03-13 周六,24°,7°,晴~阴,西南风2级,33 优,
2021-03-14 周日,19°,6°,多云~晴,南风2级,40 优,
2021-03-15 周一,27°,8°,晴~阴,西南风2级,36 优,
2021-03-16 周二,23°,9°,阴~小雨,东南风2级,57 良,
2021-03-17 周三,23°,10°,多云~小雨,东南风微风,50 优,
2021-03-18 周四,22°,12°,阴~小雨,东南风2级,43 优,
2021-03-19 周五,15°,6°,小雨,东风2级,34 优,
2021-03-20 周六,7°,1°,小雨,东北风2级,59 良,
2021-03-21 周日,9°,1°,阴~多云,东风2级,37 优,
2021-03-22 周一,15°,3°,阴~晴,东南风1级,32 优,
2021-03-23 周二,23°,5°,晴,西南风2级,30 优,
2021-03-24 周三,15°,8°,多云~阴,东南风2级,31 优,
2021-03-25 周四,12°,8°,多云~小雨,东南风2级,38 优,
2021-03-26 周五,15°,8°,小雨~阴,东北风微风,32 优,
2021-03-27 周六,22°,7°,小雨~晴,西南风1级,34 优,
2021-03-28 周日,23°,10°,晴~多云,南风2级,37 优,
2021-03-29 周一,22°,10°,阴~多云,东南风微风,55 良,
2021-03-30 周二,26°,11°,多云,东南风2级,48 优,
2021-03-31 周三,14°,8°,阴~小雨,东南风2级,23 优,
2021-02-01 周一,14°,2°,晴~多云,西风2级,40 优,
2021-02-02 周二,10°,0°,阴~晴,东南风1级,46 优,
2021-02-03 周三,13°,2°,多云~小雨,东南风微风,54 良,
2021-02-04 周四,10°,0°,阴~多云,东风微风,55 良,
2021-02-05 周五,13°,-5°,多云,西南风微风,33 优,
2021-02-06 周六,14°,2°,多云,东南风微风,34 优,
2021-02-07 周日,15°,0°,阴~晴,东风1级,35 优,
2021-02-08 周一,16°,1°,晴,西风微风,37 优,
2021-02-09 周二,16°,1°,晴,西南风1级,44 优,
2021-02-10 周三,16°,3°,阴~多云,东南风1级,50 优,
2021-02-11 周四,18°,2°,阴~晴,东风1级,55 良,
2021-02-12 周五,17°,2°,多云~小雨,东南风2级,77 良,
2021-02-13 周六,17°,1°,阴~晴,西北风2级,33 优,
2021-02-14 周日,17°,1°,晴~小雨,西南风微风,27 优,
2021-02-15 周一,13°,2°,阴~晴,东北风微风,21 优,
2021-02-16 周二,16°,2°,多云~小雨,西南风1级,18 优,
2021-02-17 周三,11°,2°,阴~小雨,东风微风,22 优,
2021-02-18 周四,15°,0°,阴~晴,西风1级,20 优,
2021-02-19 周五,19°,-1°,多云~晴,西南风2级,22 优,
2021-02-20 周六,20°,3°,晴,西风2级,25 优,
2021-02-21 周日,21°,5°,晴~多云,西南风2级,29 优,
2021-02-22 周一,19°,4°,阴~多云,东南风1级,33 优,
2021-02-23 周二,22°,5°,晴~小雨,西南风2级,38 优,
2021-02-24 周三,18°,8°,阴~小雨,东南风2级,34 优,
2021-02-25 周四,14°,5°,小雨,东北风2级,22 优,
2021-02-26 周五,12°,5°,阴,东南风1级,16 优,
2021-02-27 周六,9°,5°,阴~小雨,东南风2级,20 优,
2021-02-28 周日,6°,2°,阴~小雨,东风2级,21 优,
2021-01-01 周五,7°,-4°,晴~多云,西南风1级,43 优,
2021-01-02 周六,3°,-2°,多云,东南风1级,51 良,
2021-01-03 周日,6°,-1°,阴~多云,东南风1级,51 良,
2021-01-04 周一,3°,-1°,阴~雨夹雪,东南风1级,52 良,
2021-01-05 周二,4°,-2°,阴,东南风1级,50 优,
2021-01-06 周三,3°,-4°,阴~中雪,东南风1级,39 优,
2021-01-07 周四,0°,-5°,阴~多云,东风2级,26 优,
2021-01-08 周五,2°,-7°,多云,东南风1级,29 优,
2021-01-09 周六,3°,-4°,阴,东南风1级,39 优,
2021-01-10 周日,3°,-7°,阴,东风1级,39 优,
2021-01-11 周一,3°,-8°,多云~晴,西北风2级,30 优,
2021-01-12 周二,9°,-6°,晴,西风2级,34 优,
2021-01-13 周三,12°,-4°,晴,西南风2级,43 优,
2021-01-14 周四,14°,-3°,晴,西风3级,51 良,
2021-01-15 周五,11°,-3°,晴~多云,西风2级,52 良,
2021-01-16 周六,8°,-4°,阴~多云,东风微风,47 优,
2021-01-17 周日,7°,-3°,多云~晴,西风2级,24 优,
2021-01-18 周一,12°,-5°,晴,西南风2级,31 优,
2021-01-19 周二,8°,0°,多云~阴,南风2级,41 优,
2021-01-20 周三,10°,0°,阴~多云,东北风1级,56 良,
2021-01-21 周四,14°,0°,阴,东北风1级,57 良,
2021-01-22 周五,14°,0°,阴~晴,西风2级,52 良,
2021-01-23 周六,10°,2°,阴,东南风1级,64 良,
2021-01-24 周日,5°,0°,小雨~雨夹雪,东南风微风,68 良,
2021-01-25 周一,10°,0°,阴~多云,东北风微风,41 优,
2021-01-26 周二,8°,-1°,阴,东南风微风,38 优,
2021-01-27 周三,9°,0°,阴~小雨,东北风1级,37 优,
2021-01-28 周四,11°,2°,多云~小雨,东南风微风,42 优,
2021-01-29 周五,8°,0°,阴~小雨,东风微风,40 优,
2021-01-30 周六,9°,0°,阴~雨夹雪,东风微风,35 优,
2021-01-31 周日,11°,0°,阴~晴,东风1级,35 优,
2020-12-01 周二,6°,2°,多云~小雨,西南风1级,30 优,
2020-12-02 周三,8°,1°,阴~小雨,东风2级,26 优,
2020-12-03 周四,6°,0°,阴,东南风1级,23 优,
2020-12-04 周五,4°,-6°,阴~多云,东南风1级,24 优,
2020-12-05 周六,6°,0°,晴~阴,东南风1级,28 优,
2020-12-06 周日,5°,3°,阴,东风1级,32 优,
2020-12-07 周一,6°,0°,阴~多云,东风1级,28 优,
2020-12-08 周二,7°,2°,多云~晴,西南风1级,28 优,
2020-12-09 周三,5°,1°,多云,东南风1级,31 优,
2020-12-10 周四,4°,-1°,多云,东南风1级,33 优,
2020-12-11 周五,8°,0°,阴~晴,东风1级,34 优,
2020-12-12 周六,9°,0°,晴~雨夹雪,东南风1级,37 优,
2020-12-13 周日,4°,-1°,阴~多云,东风2级,36 优,
2020-12-14 周一,5°,0°,阴,东南风1级,21 优,
2020-12-15 周二,5°,0°,阴~雨夹雪,东风1级,27 优,
2020-12-16 周三,3°,0°,阴~雨夹雪,东南风2级,31 优,
2020-12-17 周四,5°,0°,阴~雨夹雪,东风2级,28 优,
2020-12-18 周五,3°,-1°,阴~雨夹雪,东风2级,27 优,
2020-12-19 周六,4°,-3°,雨夹雪~多云,东南风1级,30 优,
2020-12-20 周日,7°,-2°,晴,西南风1级,39 优,
2020-12-21 周一,9°,-1°,晴~多云,西南风2级,47 优,
2020-12-22 周二,5°,2°,阴~多云,西南风1级,52 良,
2020-12-23 周三,8°,1°,阴~多云,西南风1级,49 优,
2020-12-24 周四,8°,0°,阴~多云,东南风1级,52 良,
2020-12-25 周五,6°,1°,阴~小雨,东南风1级,63 良,
2020-12-26 周六,9°,1°,阴~晴,西风1级,69 良,
2020-12-27 周日,10°,-1°,阴~晴,西南风2级,71 良,
2020-12-28 周一,5°,-2°,阴~小雨,东风2级,69 良,
2020-12-29 周二,6°,-3°,阴~多云,东北风1级,25 优,
2020-12-30 周三,4°,-5°,多云,东南风1级,24 优,
2020-12-31 周四,5°,-5°,多云~晴,东南风1级,35 优,
2020-11-01 周日,14°,7°,阴~多云,东风1级,24 优,
2020-11-02 周一,14°,6°,多云~小雨,东风1级,26 优,
2020-11-03 周二,10°,7°,阴~小雨,东南风1级,23 优,
2020-11-04 周三,10°,6°,阴~小雨,东南风1级,25 优,
2020-11-05 周四,11°,7°,小雨,东风1级,26 优,
2020-11-06 周五,15°,7°,阴~多云,东风1级,29 优,
2020-11-07 周六,18°,8°,阴~小雨,东南风1级,30 优,
2020-11-08 周日,14°,4°,阴~多云,东南风1级,35 优,
